name,website,sector
Monodraught,https://monodraught.com,Building Envelope (other)
Monolith Brick & Stone,https://monolith.build,Cladding & Facades
Mosa Tiles,https://mosa.com,Flooring & Tiles
Moy Materials,https://moymaterials.com,Roofing & Rooflights
MSP Scotland,https://mspcladding.co.uk/,Cladding & Facades
Mueller Co,https://muellercompany.com,HVAC & Building Services
Mullan Lighting,https://mullanlighting.co.uk,Lighting
Multi-Turn,https://multiturn.co.uk,"Ceilings, Partitions & Interiors"
Multipanel UK,https://multipaneluk.co.uk,Cladding & Facades
Munters,https://munters.com/en-gb,HVAC & Building Services
Myers Building Supplies,https://myersgroup.co.uk/,Merchants & Distribution
MyLife Bathrooms,https://mylifebathrooms.com,Kitchens & Bathrooms
National Domelight Company,https://nationaldomelightcompany.co.uk,Roofing & Rooflights
National Plastics UK,https://nationalplastics.co.uk,Merchants & Distribution
National Timber Group,https://www.nationaltimbergroup.com/,Merchants & Distribution
Nationwide Windows,https://nwd.co.uk,"Windows, Doors & Curtain Walling"
Naturewall,https://naturewall.com,"Ceilings, Partitions & Interiors"
NaughtOne,https://naughtone.com,"Ceilings, Partitions & Interiors"
Naylor Concrete Products,https://naylorconcrete.co.uk/,"Masonry, Concrete & Heavyside"
Naylor Drainage,https://naylor.co.uk,HVAC & Building Services
Neaco,https://neaco.co.uk,Building Envelope (other)
Neo Timber,https://neotimber.com/decking/,Cladding & Facades
Neptune,https://neptune.com,Kitchens & Bathrooms
NET LED Lighting,https://lumiretro.co.uk/,Lighting
Newton Waterproofing Systems,https://newtonwaterproofing.co.uk,Roofing & Rooflights
Nibe,https://nibe.eu,HVAC & Building Services
Nixon Hire,https://nixonhire.com,Merchants & Distribution
nora by Interface,https://nora.com,Flooring & Tiles
NorDan,https://nordan.co.uk,"Windows, Doors & Curtain Walling"
Norrsken,https://norrsken.co.uk,"Windows, Doors & Curtain Walling"
Norse Stone,https://norsestone.co.uk,"Masonry, Concrete & Heavyside"
Nortek Global HVAC,https://nortekhvac.com,HVAC & Building Services
Northcot Brick,https://northcotbrick.co.uk,"Masonry, Concrete & Heavyside"
Northern Lights,https://northern-lights.co.uk,Lighting
Northern Sink Supplies,https://northernsinks.com,Kitchens & Bathrooms
Novo Facades,http://novofacades.co.uk/,Insulation & Fire Protection
NR Taylor,https://nrtaylor.co.uk,Cladding & Facades
Nuaire,https://nuaire.co.uk,HVAC & Building Services
NVC Lighting UK,https://nvcuk.com,Lighting
Nvelope,https://nvelope.com,Cladding & Facades
OAG UK,https://oag.uk.com,"Windows, Doors & Curtain Walling"
Obex Protection,https://obexglobal.com/uk/,Insulation & Fire Protection
Ockwells,https://ockwells.com,Merchants & Distribution
Omega,https://omegaplc.co.uk,Kitchens & Bathrooms
Onduline,https://onduline.co.uk,Roofing & Rooflights
Optaled,https://optaled.co.uk,Lighting
Optelma Lighting,https://optelma.com,Lighting
OPTEX Europe,https://optex.eu,HVAC & Building Services
Optima Systems,https://optimasystems.com,"Ceilings, Partitions & Interiors"
Orchard Flooring Products,https://orchardflooringproducts.co.uk,Flooring & Tiles
Origin Global,https://origin-global.com,"Windows, Doors & Curtain Walling"
Origins Living,https://originsliving.uk,Kitchens & Bathrooms
Oscrete UK,https://nationaltimbergroup.co.uk,"Masonry, Concrete & Heavyside"
OSO Hotwater (UK),https://oso.co.uk,HVAC & Building Services
OSRAM,https://osram.co.uk,Lighting
Otto Tiles & Design,https://ottotiles.co.uk,Flooring & Tiles
Ovia Lighting,https://ovialighting.com,Lighting
Owens Corning,https://owenscorning.com,Insulation & Fire Protection
Oxted Window Systems,https://oxtedwindows.co.uk,"Windows, Doors & Curtain Walling"
P McVey Building Systems,https://pmcveybuildingsystems.com,Offsite & Modular
Pagurek,https://pagurek.co.uk,Roofing & Rooflights
Palmer Timber,https://palmertimber.com,Merchants & Distribution
Panaz,https://panaz.com,Flooring & Tiles
Panelex,https://panelex.co.uk,Building Envelope (other)
Paradigm Office Interiors,https://paradigm-interiors.co.uk,"Ceilings, Partitions & Interiors"
Paragon Carpet Tiles,https://paragon-carpets.co.uk,Flooring & Tiles
Paragon Space Modular Buildings,https://paragonspace.co.uk,Offsite & Modular
Parker Building Supplies,https://parkerbs.com,Merchants & Distribution
Parkside Architectural Tiles,https://parkside.co.uk,Flooring & Tiles
Pasquill,https://pasquill.co.uk,Roofing & Rooflights
Patersons of Greenoakhill,https://patersonsquarries.co.uk,Landscaping & External
Paula Rosa Manhattan,https://prmf.co.uk/,Flooring & Tiles
Pavestone,https://pavestone.co.uk,Landscaping & External
Payless Builders Merchant,https://paylessbm.co.uk,Merchants & Distribution
PDS Doors,https://pdsdoorsets.co.uk,"Windows, Doors & Curtain Walling"
Pearl Window Systems,https://pearlwindows.co.uk,"Windows, Doors & Curtain Walling"
Pegler Yorkshire,https://pegleryorkshire.co.uk,HVAC & Building Services
Pennine Flooring Supplies,https://pennineflooring.com,Merchants & Distribution
Peppard Building Supplies,https://peppard.uk,Merchants & Distribution
Performance Adhesives,https://performanceadhesives.co.uk,"Sealants, Adhesives & Waterproofing"
Permadoor,https://permadoor.co.uk,"Windows, Doors & Curtain Walling"
PermaRock Products,https://permarock.com/,Insulation & Fire Protection
Permaroof,https://permaroof.co.uk,Roofing & Rooflights
Permavent,https://permavent.co.uk,"Sealants, Adhesives & Waterproofing"
PFC Corofil,https://pfc-corofil.com,Insulation & Fire Protection
PGR Builders & Timber Merchant,https://pgrtimber.co.uk,Merchants & Distribution
Philips,https://signify.com,Lighting
Phoenix steels,https://phoenixsteels.com,Roofing & Rooflights
Phos,https://phos.co.uk,Lighting
Pickerings,https://pickeringshire.co.uk,Offsite & Modular
Pinewood Structures,pinewood-structures.co.uk,Offsite & Modular
PITACS,https://pitacs.com/,Lighting
Pittville Bathrooms,https://pittville.co.uk,Kitchens & Bathrooms
Plasmor,https://plasmor.co.uk,"Masonry, Concrete & Heavyside"
PlastixPlus,https://plastixplus.co.uk/,Merchants & Distribution
Polar NE,https://polarne.co.uk,"Windows, Doors & Curtain Walling"
Polyflor,https://polyflor.com,Flooring & Tiles
Polyfoam XPS,https://polyfoamxps.co.uk,Insulation & Fire Protection
Polypipe,https://polypipe.com,HVAC & Building Services
Polyroof Products,https://polyroof.co.uk,Roofing & Rooflights
Polyseam,https://polyseam.com/,"Sealants, Adhesives & Waterproofing"
Polysolar,https://polysolar.co.uk/,Other / General
Porcelanosa,https://porcelanosa.com/uk,Kitchens & Bathrooms
Portable Offices,https://portableoffices.co.uk,Offsite & Modular
Portakabin,https://portakabin.com,Offsite & Modular
Powell Office Furniture Birmingham,https://powell.co.uk,"Ceilings, Partitions & Interiors"
PPG,https://ppg.com,Insulation & Fire Protection
PRB Systems,https://prbsystems.co.uk,Building Envelope (other)
Precon Products,https://preconproducts.co.uk,Merchants & Distribution
PREFA Group,https://uk.prefa.com/,Roofing & Rooflights
Premier Forest Products,https://premierforest.co.uk,"Masonry, Concrete & Heavyside"
Premier Modular,https://premiermodular.co.uk,Offsite & Modular
Premier Roof Systems,https://premierroofsystems.co.uk,Roofing & Rooflights
Prestigious Textiles,https://prestigious.co.uk,Flooring & Tiles
Prime Light,https://primelight.co.uk,Lighting
Principle Doorsets,principledoorsets.com,"Windows, Doors & Curtain Walling"
Process Steels,https://rsj.co.uk,Building Envelope (other)
Procter Cast Stone,https://caststoneuk.co.uk,"Masonry, Concrete & Heavyside"
PROFINE UK,https://profine.co.uk,"Windows, Doors & Curtain Walling"
Proline Cabinets,https://prolinecabs.co.uk,Kitchens & Bathrooms
Prolojik,https://prolojik.com,Lighting
Protan,https://protan.co.uk,Roofing & Rooflights
Protec,https://protec.co.uk,Insulation & Fire Protection
Protektor,https://protektor.co.uk,Building Envelope (other)
Proteus Engineered Facade Technology,https://proteusfacades.com,Cladding & Facades
Proteus Waterproofing,https://proteuswaterproofing.co.uk,Roofing & Rooflights
PSP Architectural Aluminium,https://pspuk.com,Cladding & Facades
Pura Facades,https://purafacades.co.uk,Cladding & Facades
Pure glass Partitions,https://pureglasspartitions.co.uk,"Ceilings, Partitions & Interiors"
Pure Washrooms,https://purewashrooms.co.uk,"Ceilings, Partitions & Interiors"
Pyroguard,https://pyroguard.eu,Insulation & Fire Protection
Q4 Bathrooms,https://q4bathrooms.com,Kitchens & Bathrooms
Qic Trims,https://qic-trims.com,"Ceilings, Partitions & Interiors"
Qualitex,https://qualitex.co.uk,Kitchens & Bathrooms
Quantum Insulation,https://quantuminsulation.com,Insulation & Fire Protection
Quay Office Group,https://quayofficegroup.com,"Ceilings, Partitions & Interiors"
Quelfire,https://quelfire.co.uk/,Insulation & Fire Protection
Quickslide,https://quickslide.co.uk/,"Windows, Doors & Curtain Walling"
Quorn Stone,https://mystonefloor.com,Flooring & Tiles
Qvis Lighting & Security,https://qvis.co.uk,Lighting
Radii Planet Group,https://radiiplanetgroup.com,"Ceilings, Partitions & Interiors"
Radmat Building Products,https://radmat.com,Insulation & Fire Protection
RAK Ceramics,https://rakceramics.com,Kitchens & Bathrooms
Rascor Waterproofing UK & Ireland,https://rascor.ie,Roofing & Rooflights
Rationel Windows,https://rationel.co.uk,"Windows, Doors & Curtain Walling"
Ravago Building Solutions,https://ravagobuildingsolutions.com,Insulation & Fire Protection
Rawlplug,https://rawlplug.co.uk,Fixings & Framing
Record UK,https://recorduk.co.uk,Building Envelope (other)
Recticel Insulation,https://recticelinsulation.com,Insulation & Fire Protection
RED ROSE PAINT SUPPLIES,https://redroseproducts.co.uk/index.html,"Ceilings, Partitions & Interiors"
RED Systems,https://redsystems.co.uk/,"Windows, Doors & Curtain Walling"
Reddiplex,https://reddiplex.com,"Ceilings, Partitions & Interiors"
ReeceR Group,https://reecer.co.uk,Offsite & Modular
Rehau,https://window.rehau.com,"Windows, Doors & Curtain Walling"
REIDsteel,https://reidsteel.com,"Masonry, Concrete & Heavyside"
Relay Floor Systems,https://relayfloors.com,Flooring & Tiles
Remmers UK & Ireland,https://remmers.co.uk,Roofing & Rooflights
RendMaster,https://rendmaster.co.uk,Merchants & Distribution
Renson,https://renson.eu,Cladding & Facades
Repco Roof Tiles,https://repcorooftiles.co.uk,Roofing & Rooflights
Res-Tec,https://restecroofing.co.uk,Roofing & Rooflights
Rexel UK,https://rexel.co.uk,Merchants & Distribution
Reynaers,https://reynaers.co.uk,"Windows, Doors & Curtain Walling"
RGB,https://thergbgroup.co.uk,Merchants & Distribution
RGB Building Supplies,https://rgbltd.co.uk,Merchants & Distribution
RGB Facades,https://rgbfacades.co.uk,Merchants & Distribution
Rhino Steel,https://roofingsheetsbyrhino.com,Roofing & Rooflights
Riello UK,https://riello.com,HVAC & Building Services
Rigg,https://rigg.uk,"Ceilings, Partitions & Interiors"
Rightframe,https://rightframe.co.uk,"Windows, Doors & Curtain Walling"
Rinnai UK / Europe,https://rinnaiuk.com,HVAC & Building Services
Ripples Bathrooms,https://ripplesbathrooms.com,Kitchens & Bathrooms
Rivar Sand and Gravel,https://rivarsandandgravel.co.uk,Merchants & Distribution
RIW,https://riw.co.uk,Roofing & Rooflights
RK Door Systems,https://rkdoorsystems.co.uk,"Windows, Doors & Curtain Walling"
RKN Aluminium,https://rknaluminium.co.uk,"Windows, Doors & Curtain Walling"
Robert Lee National Distribution,https://rlee.co.uk,Kitchens & Bathrooms
Robert Price,https://robert-price.co.uk,Merchants & Distribution
Robust Products,https://robustproducts.co.uk,"Windows, Doors & Curtain Walling"
Roca,https://uk.roca.com,Kitchens & Bathrooms
Rockpanel,https://rockpanel.co.uk,Cladding & Facades
Rockwool,https://rockwool.co.uk,Insulation & Fire Protection
Rointe,https://rointe.com,HVAC & Building Services
Rollalong,https://rollalong.co.uk,Offsite & Modular
Roman,https://roman-showers.com,Kitchens & Bathrooms
Roofbase Group,https://roofbase.com,Merchants & Distribution
Roofglaze,https://roofglaze.co.uk,Roofing & Rooflights
Roper Rhodes,https://roperrhodes.co.uk,Kitchens & Bathrooms
Roseview Windows,https://roseview.co.uk,"Windows, Doors & Curtain Walling"
Round Wood of Mayfield,https://roundwoodofmayfield.co.uk,Cladding & Facades
Roy Geddes Bricks,https://roygeddesbricks.co.uk,Merchants & Distribution
Royale Stones,https://royalestones.co.uk,Flooring & Tiles
Russell Roof Tiles,https://russellrooftiles.co.uk,Roofing & Rooflights
S and B EPS,https://sandbeps.com,Insulation & Fire Protection
Safeguard Glass and Glazing,https://safe-guard.co.uk,"Windows, Doors & Curtain Walling"
Saint-Gobain Weber,https://saint-gobain.co.uk,Insulation & Fire Protection
Sanbra Group,https://sanbragroup.com,Kitchens & Bathrooms
Saneux Bathrooms,https://saneux.com,Kitchens & Bathrooms
Sanha UK,https://sanha.com/en/,HVAC & Building Services
Sapphire Balconies,https://balconies.global,Building Envelope (other)
Sarsen Stone Group,https://sarsenstonegroup.com,Flooring & Tiles
SAS International,https://sasint.co.uk,"Ceilings, Partitions & Interiors"
Saxby Lighting,https://saxbytrade.com,Lighting
Schindler Group,https://schindler.com,HVAC & Building Services
Schüco UK,https://schuco.co.uk,"Windows, Doors & Curtain Walling"
Scolmore Group,https://scolmore.com,HVAC & Building Services
Scolmore International,https://scolmoreinternational.com,HVAC & Building Services
Scotia Bathrooms & Kitchens,https://scotiapropertyprojects.co.uk/,Flooring & Tiles
Scotstream,https://scotstreamlimited.co.uk,Building Envelope (other)
Searchlight Electric,https://searchlight.co.uk,Lighting
Seatable UK,https://seatableuk.com,"Ceilings, Partitions & Interiors"
Selco Builders Warehouse,https://selcobw.com,Merchants & Distribution
Senior Architectural Systems,https://seniorarchitectural.co.uk,"Windows, Doors & Curtain Walling"
Sensio Lighting,https://sensio.co.uk,Lighting
Sertus,https://sertus.uk,HVAC & Building Services
Severfield,https://severfield.com,"Masonry, Concrete & Heavyside"
SFS Group Fastening Technology,https://sfsintec.co.uk,Fixings & Framing
SFS UK | Construction,https://sfs.com,Roofing & Rooflights
Shepley Windows,https://shepley.com,"Windows, Doors & Curtain Walling"
Siderise,https://siderise.com,Insulation & Fire Protection
Sidey,https://sidey.co.uk,"Windows, Doors & Curtain Walling"
Sierra Windows,https://sierrawindows.co.uk/,"Windows, Doors & Curtain Walling"
SIG,https://sig.com,Merchants & Distribution
SIG Building Solutions,https://sigplc.com,Roofing & Rooflights
SIG Design & Technology,https://singleply.co.uk,Roofing & Rooflights
SIG Distribution,https://sigdistribution.co.uk,Merchants & Distribution
SIG Roofing,https://sigroofing.co.uk,Merchants & Distribution
Sigmat,https://sigmat.co.uk,Building Envelope (other)
Sika,https://sika.com,Insulation & Fire Protection
Siltec UK,https://siltecuk.com,Roofing & Rooflights
Silva Timba,https://bandfspecialisttimber.co.uk/,Cladding & Facades
Simply Sofas UK,https://simply-sofas.co.uk,"Ceilings, Partitions & Interiors"
Simpson Strong-Tie UK,https://strongtie.co.uk,Fixings & Framing
Siniat,https://siniat.co.uk,Building Envelope (other)
SIP Industrial Products,https://sip-group.com,Cladding & Facades
Sisalwool,https://sisalwool.com,Insulation & Fire Protection
SITECO,https://siteco.com,Lighting
Sky Garden,https://sky-garden.co.uk/,Roofing & Rooflights
Slide and Stack UK,http://slideandstack.co.uk/,"Ceilings, Partitions & Interiors"
Sliders UK,https://sliders-uk.com,"Windows, Doors & Curtain Walling"
Smart Aluminium Extrusion,https://smartalu.co.uk,"Windows, Doors & Curtain Walling"
Smart Partitions UK,https://smartpartitions.co.uk,"Ceilings, Partitions & Interiors"
Smart Systems,https://smartsystems.co.uk,"Windows, Doors & Curtain Walling"
Smartroof,https://smartroof.co.uk,Roofing & Rooflights
SMC,https://smc.eu/en-gb,HVAC & Building Services
Smith Brothers Stores,https://sbs.co.uk,Merchants & Distribution
Solar Fabrications Holdings,https://solarfabrications.co.uk,"Windows, Doors & Curtain Walling"
Solar Mounting,https://solarmounting.co.uk,Other / General
Solarlux,https://solarlux.com,"Windows, Doors & Curtain Walling"
Solinear,https://solinear.co.uk,Building Envelope (other)
Sollex,https://sollex.co.uk/,"Windows, Doors & Curtain Walling"
Soltherm,https://soltherm.eu,Insulation & Fire Protection
Solus Ceramics,https://solusceramics.com,Flooring & Tiles
Soprema,https://soprema.co.uk,Insulation & Fire Protection
Sotech Optima,https://sotech-optima.co.uk,Cladding & Facades
Soudal,https://soudal.co.uk,"Sealants, Adhesives & Waterproofing"
South West Brick & Stone,http://swbs.uk.com/,"Masonry, Concrete & Heavyside"
Southern Sheeting,https://southernsheeting.co.uk,Roofing & Rooflights
Southgate Timber,https://southgatetimber.co.uk/,Merchants & Distribution
Sovereign Air Movement,https://sovereignairmovement.co.uk,HVAC & Building Services
Sovereign Group,https://sov-group.co.uk,"Windows, Doors & Curtain Walling"
SPC - HVAC,https://spc-hvac.co.uk,HVAC & Building Services
Spectral Windows,https://spectralwindows.co.uk,"Windows, Doors & Curtain Walling"
Spectrum Architectural Glazing,https://spectrumarchitectural.com,"Windows, Doors & Curtain Walling"
Spectrum Tiles,https://spectrumtiles.co.uk,Landscaping & External
Spectus Window Systems,https://spectus.com,"Windows, Doors & Curtain Walling"
Specwall,https://www.specwall.com/,"Ceilings, Partitions & Interiors"
Spitfire Doors,https://spitfiredoors.co.uk,"Windows, Doors & Curtain Walling"
Spittlywood,https://spittlywood.com,"Windows, Doors & Curtain Walling"
Spotnails,https://spotnails.co.uk,Fixings & Framing
Springfield Mobile,https://spring-field.co.uk,Offsite & Modular
Springvale EPS,https://springvale.com,Insulation & Fire Protection
SSQ Natural Slate,https://ssqgroup.com,Roofing & Rooflights
St. Andrews Timber & Building Supplies,https://standrewstimber.co.uk,Merchants & Distribution
Stackright,https://stackright.com,Offsite & Modular
Stamco Hoppings,https://stamco-hoppings.co.uk,Merchants & Distribution
Stamford Stone Company,https://stamfordstone.co.uk,"Masonry, Concrete & Heavyside"
Stark Building Materials UK,https://starkbuild.co.uk,Merchants & Distribution
Stechford PINE Furniture Factory,https://furniturepineworld.co.uk,"Ceilings, Partitions & Interiors"
Stedek Windows & Doors,https://stedek.co.uk,"Windows, Doors & Curtain Walling"
Steel Frame Solutions,https://steelframesolutions.co.uk,Building Envelope (other)
Steelcase,https://steelcase.com,"Ceilings, Partitions & Interiors"
Steico UK,https://steico.com,Insulation & Fire Protection
Sternfenster,https://sternfenster.com,"Windows, Doors & Curtain Walling"
Stofix UK,https://stofix.co.uk,Cladding & Facades
Stokes Tiles,https://stokestiles.co.uk,Flooring & Tiles
Stolz Kitchens,https://stolzKitchens.co.uk,Kitchens & Bathrooms
Stone Plus UK,https://stoneplusuk.co.uk,Landscaping & External
Stonemarket,https://stonemarket.co.uk,Landscaping & External
Stonescreen,https://stonescreen.org/,Cladding & Facades
Strata,https://strataproducts.co.uk,Roofing & Rooflights
Strebel UK,https://strebel.co.uk,HVAC & Building Services
Street Structures,https://streetstructures.com,"Windows, Doors & Curtain Walling"
Stressline,https://stressline.net/,"Masonry, Concrete & Heavyside"
Strongdor,https://strongdor.com,Building Envelope (other)
Structherm,https://structherm.co.uk,Insulation & Fire Protection
Strukta Group,https://strukta.co.uk,Merchants & Distribution
STS Flooring Distributors,https://stsflooring.co.uk,Merchants & Distribution
Stud Track Exteriors,https://studandtrack.co.uk,Merchants & Distribution
Sunflex,https://sunflexuk.co.uk/,"Windows, Doors & Curtain Walling"
Sunlux,https://sunluxroofwindows.co.uk,"Windows, Doors & Curtain Walling"
SuperFOIL Insulation,https://superfoil.co.uk,Insulation & Fire Protection
Superglass,https://superglass.co.uk,Insulation & Fire Protection
Superior Cabinets,https://superiorcabinets.co.uk,Kitchens & Bathrooms
Supply Only Bedrooms,https://supplyonlybedrooms.co.uk,"Ceilings, Partitions & Interiors"
SureSet UK,https://sureset.co.uk,Landscaping & External
Swish Building Products,https://swishbp.co.uk,Roofing & Rooflights
Swiss Pearl,https://swisspearl.com/en-uk,Cladding & Facades
Sydenhams,https://sydenhams.co.uk,Merchants & Distribution
Sylvania Lighting,https://sylvania-group.com,Lighting
T.I Dynamic Facades,https://dynamicfacades.co.uk,Cladding & Facades
Taj Furniture Manufacturing,http://tajfurnitures.com/,"Ceilings, Partitions & Interiors"
Talasey Group,https://talasey.co.uk,Landscaping & External
Talbotts,https://talbotts.co.uk,Other / General
Tamlite Lighting,https://tamlite.co.uk,Lighting
Tapco Roofing Products,https://tapcoroofingproducts.com,Roofing & Rooflights
Tapered Plus,https://taperedplus.co.uk,Insulation & Fire Protection
Tarkett,https://tarkett.co.uk,Flooring & Tiles
Tarmac,https://tarmac.com,"Masonry, Concrete & Heavyside"
Tavistock Bathrooms,https://tavistock-bathrooms.co.uk,Kitchens & Bathrooms
Taylor Maxwell,https://taylormaxwell.co.uk,Merchants & Distribution
Teal Furniture,https://teal.co.uk,"Ceilings, Partitions & Interiors"
Technal UK,https://technal.com,"Windows, Doors & Curtain Walling"
TechnoNICOL,https://technonicol.com,Roofing & Rooflights
Ted Todd Fine Wood Floors,https://tedtodd.co.uk,Flooring & Tiles
Tek Group,https://thetekgroup.co.uk/,Merchants & Distribution
Teknion,https://teknion.com,"Ceilings, Partitions & Interiors"
Tektum Supplies,https://tektumsupplies.co.uk,Merchants & Distribution
Telling Architectural,https://telling.co.uk,Cladding & Facades
Tenmat,https://tenmat.co,Insulation & Fire Protection
Terram,https://terram.com,Roofing & Rooflights
Test Company (Ignore),,Merchants & Distribution
TEV,https://tevlimited.com,HVAC & Building Services
TG Builders Merchant,https://tgbuildersmerchants.co.uk/,Merchants & Distribution
TG Lynes,https://tglynes.co.uk,Merchants & Distribution
The Bespoke Brick Company,https://bespokebrick.com,"Masonry, Concrete & Heavyside"
The Bradfords Group,https://bradfords.co.uk,Merchants & Distribution
The Classic Brick Company,https://classicbrick.co.uk,"Masonry, Concrete & Heavyside"
The Corporate Door company,https://cdcgaragedoors.co.uk,"Windows, Doors & Curtain Walling"
The Designer Office,https://thedesigneroffice.co.uk,"Ceilings, Partitions & Interiors"
The Expanded Metal Company,https://expandedmetalcompany.com,"Windows, Doors & Curtain Walling"
The Garland Company,https://garlandukltd.co.uk,Roofing & Rooflights
The Keystone Group,https://keystonegroup.co.uk,Roofing & Rooflights
The Metal Roof Company,https://themetalroofcompany.co.uk/,Roofing & Rooflights
The Mortar and Screed Company,https://mortarandscreed.co.uk,"Masonry, Concrete & Heavyside"
The Outdoor Deck Company,https://outdoordeck.co.uk,Cladding & Facades
The Residence Collection,https://oscrete.co.uk,"Windows, Doors & Curtain Walling"
The Rooflight Company,https://therooflightcompany.co.uk,Roofing & Rooflights
The Shower Lab,https://theshowerlab.com,Kitchens & Bathrooms
The Stone Company,https://thestoneco.co.uk,Kitchens & Bathrooms
The Timber Group,thetimbergroup.co.uk,Merchants & Distribution
The Underfloor Heating Store,https://theunderfloorheatingstore.com,HVAC & Building Services
The Window Store,https://windowstoreplastics.co.uk,"Windows, Doors & Curtain Walling"
TheisCraft,https://theiscraft.co.uk,Lighting
Thomas Dudley,https://thomasdudley.co.uk,HVAC & Building Services
Thorlux Lighting,https://thorlux.co.uk,Lighting
Thurston Group,https://thurstongroup.co.uk,Offsite & Modular
Tilcor Roofing Systems,https://tilcor.com,Roofing & Rooflights
Tile Fire,https://tilefire.co.uk,Flooring & Tiles
Tilestyle,https://cambabest.co.uk,Flooring & Tiles
Tiling Supplies Direct,https://tilingsuppliesdirect.co.uk,Flooring & Tiles
Timbmet,https://timbmet.co.uk,Merchants & Distribution
TIMCO,https://timco.co.uk,Fixings & Framing
Timloc Building Products,https://timloc.co.uk,Roofing & Rooflights
Tippers,https://tippers.com,Merchants & Distribution
Titus,https://uk.titusplus.com,Kitchens & Bathrooms
Tiverson Tiles,https://tivertontiles.co.uk,Flooring & Tiles
TK Elevator,https://tkelevator.com,HVAC & Building Services
TKC,https://tkc.co.uk,Kitchens & Bathrooms
TLC Electrical Supplies,https://tlc-direct.co.uk,Merchants & Distribution
TLX Insulation,https://tlxinsulation.co.uk,Insulation & Fire Protection
Tobermore,https://tobermore.co.uk,"Masonry, Concrete & Heavyside"
Todd Doors,https://todd-doors.co.uk,"Ceilings, Partitions & Interiors"
TopHat,https://tophat.io,Offsite & Modular
Topps Tiles,https://toppstiles.co.uk,Flooring & Tiles
TOR Coating,https://tor-coatings.com,Insulation & Fire Protection
Total Panel Products,https://totalpanelproducts.co.uk,"Ceilings, Partitions & Interiors"
Total Pipeline Systems,https://totalpipes.co.uk,HVAC & Building Services
Total Roofing and Cladding,https://totalroofingandcladding.co.uk/index.php,Roofing & Rooflights
TOWELRADS.COM,https://towelrads.com,Kitchens & Bathrooms
TP24,https://tp24.com,Lighting
TradeChoice Carpet & Flooring,https://tradechoice.com,Merchants & Distribution
Trading Depot UK,https://tradingdepot.co.uk,Merchants & Distribution
Traditional Brick & Stone,https://traditionalbrickandstone.co.uk,"Masonry, Concrete & Heavyside"
Traditional Structures,https://tradstructures.com,Building Envelope (other)
Travis Perkins,https://travisperkins.co.uk,Merchants & Distribution
Tremco CPG,https://cpg-europe.com,Insulation & Fire Protection
Trent Furniture,https://trentfurniture.co.uk,"Ceilings, Partitions & Interiors"
Trent Valley Architectural Glazing,https://trentvalleyarchitecturalglazing.com,"Windows, Doors & Curtain Walling"
Trespa (UK),https://trespa.com,Cladding & Facades
Triflex,https://triflex.co.uk,Roofing & Rooflights
Trillium Flow Technologies,https://trilliumflow.com,HVAC & Building Services
Trimform,https://trimformfabs.co.uk,Roofing & Rooflights
Trimo,https://trimo-group.com,Cladding & Facades
Triton Showers,https://tritonshowers.co.uk,Kitchens & Bathrooms
Trojan Baths,https://trojan-baths.co.uk,Kitchens & Bathrooms
Troldtekt Acoustics - UK & Ireland,https://troldtekt.co.uk,"Ceilings, Partitions & Interiors"
TROX UK,https://troxuk.co.uk,Insulation & Fire Protection
Truframe,https://truframe.co.uk,"Windows, Doors & Curtain Walling"
Truglaze Windows and Doors,https://truglazewindows.co.uk/,"Windows, Doors & Curtain Walling"
Truline Systems,https://trulinesystems.co.uk,"Ceilings, Partitions & Interiors"
Tudor Roof Tile Co,https://tudorrooftiles.co.uk,Roofing & Rooflights
Tuff Waterproofing,https://tuffstuff.co.uk,Roofing & Rooflights
Turnstyle Designs,https://turnstyledesigns.com,"Ceilings, Partitions & Interiors"
TVS Group,https://tvs-group.co.uk,"Ceilings, Partitions & Interiors"
Twinfix,https://twinfix.co.uk,Roofing & Rooflights
Two Point Seven Facades,https://twopointseven.co.uk,Cladding & Facades
TwoTwenty,https://twotwenty.co.uk,"Ceilings, Partitions & Interiors"
Twyford Bathrooms,https://twyfordbathrooms.com,Kitchens & Bathrooms
Tyde,https://tideconstruction.co.uk/,HVAC & Building Services
U Value Insulation Group,https://uvalueinsulations.co.uk,Merchants & Distribution
Uform,https://uform.co.uk,Kitchens & Bathrooms
UK Brick,https://uk-brick.com/,"Masonry, Concrete & Heavyside"
UK Curtain Walling,https://curtainwallinguk.co.uk,"Windows, Doors & Curtain Walling"
UK Greentech,ukgreentech.co.uk,Merchants & Distribution
UK Plumbing Supplies,https://ukps.com,Merchants & Distribution
UK Slate,https://ukslate.co.uk,Roofing & Rooflights
UK Window Group,https://ukwg.co.uk,"Windows, Doors & Curtain Walling"
UK Windows & Doors Group,https://ukwindowsanddoors.co.uk,"Windows, Doors & Curtain Walling"
Ulster Carpets,https://ulstercarpets.com,Flooring & Tiles
Ultimate Bathrooms,https://ultimatebathrooms.co.uk,Kitchens & Bathrooms
Ultra Finishing,https://roxorgroup.com,Kitchens & Bathrooms
Ultraframe,https://ultraframe-conservatories.co.uk,Roofing & Rooflights
Unilin,https://unilin.com,Flooring & Tiles
Unilin Insulation,https://unilininsulation.co.uk,Insulation & Fire Protection
Unique Furniture UK,https://uniquefurnitureuk.com,"Ceilings, Partitions & Interiors"
Unique Tiles,https://uniquetiles.uk,Flooring & Tiles
Unique Window Systems,https://uws.co.uk,"Windows, Doors & Curtain Walling"
